building_id,model,n_origins,nmae,nrmse,mape,ncrps
Panther_parking_Charlene,chronos_bolt_small,28,0.0363228168887898,0.0519590874879466,4.168950959526555,0.0293485446162196
Panther_parking_Jody,chronos_bolt_small,28,0.0850564698348739,0.1681512266161473,106.92311999136956,0.0707034566044525
Panther_parking_Lorriane,chronos_bolt_small,28,0.0460474813444337,0.0859082132273351,4.579225707700661,0.0378702481007351
Panther_parking_Mellissa,chronos_bolt_small,28,0.040098921595119,0.0507212498678773,4.252676328037724,0.0312005196567673
Panther_parking_Stanley,chronos_bolt_small,28,0.0152577803442303,0.0216421004647244,1.6047669123382562,0.0124495295806627
Panther_retail_Felix,chronos_bolt_small,28,0.1242265734837262,0.1884245543554123,13.47866039251909,0.1087962533628534
Panther_retail_Kristina,chronos_bolt_small,28,0.1038092780975716,0.2516161465148621,11.259011802836538,0.093848620086633
Panther_retail_Lester,chronos_bolt_small,28,0.14104420951905,0.213744789769516,14.608005751397467,0.1186325285706659
Panther_retail_Rachel,chronos_bolt_small,28,0.1702746011693024,0.3138576023115224,15.913946567444356,0.126101263874533
Panther_retail_Romeo,chronos_bolt_small,28,0.0313951185616288,0.0425921150855309,3.183522596065601,0.024862019940965
Peacock_assembly_Dena,chronos_bolt_small,28,0.0589995958991937,0.0946857125974651,6.093222930390983,0.0504397689962195
Peacock_assembly_Mamie,chronos_bolt_small,28,0.1107056372871035,0.1569725276572319,13.279490789289842,0.1060426846898258
Peacock_assembly_Russ,chronos_bolt_small,28,0.0485554998760287,0.066815890541043,4.9301323853094505,0.0387471946778044
Peacock_assembly_Socorro,chronos_bolt_small,28,0.0965197464383063,0.1394408517276127,9.555310864221896,0.0780199913891818
Peacock_education_Anita,chronos_bolt_small,28,0.1378210110083587,0.2088499582477803,15.390961410788956,0.124883556946785
Peacock_education_Bianca,chronos_bolt_small,28,0.0596804432348008,0.0893019117558487,6.505064015173177,0.0495890746160829
Peacock_education_Dustin,chronos_bolt_small,28,0.0859595047413789,0.1471451467992989,10.15959578598333,0.0857752272128519
Peacock_education_Forest,chronos_bolt_small,28,0.0581807565160307,0.0815871512108655,5.931991060032803,0.0471221688469345
Peacock_education_Gilberto,chronos_bolt_small,28,0.0319868748785998,0.0416078010507342,3.216663732043988,0.025143949097292
Peacock_education_Joshua,chronos_bolt_small,28,0.0215059121937357,0.0374785982746752,2.2466395710560385,0.0174577219460038
Peacock_education_Karl,chronos_bolt_small,28,0.0663923618460759,0.0947053763461563,6.752528363310763,0.0548870725972114
Peacock_education_Karyn,chronos_bolt_small,28,0.0199546622234256,0.0267650263876024,2.003980776917372,0.0157735171146141
Peacock_education_Lucie,chronos_bolt_small,28,0.0176423253344365,0.0270853645740302,1.7901266840622594,0.0146386706075007
Peacock_education_Lyle,chronos_bolt_small,28,0.0437764485845195,0.0640931616590838,4.636578945279242,0.0380812289357489
Peacock_education_Ophelia,chronos_bolt_small,28,0.0169984293713169,0.0231901011131598,1.7021342233362886,0.0132433991610487
Peacock_education_Pasquale,chronos_bolt_small,28,0.0309953528060942,0.0402134703260127,3.119169020810768,0.0243560571772239
Peacock_education_Patience,chronos_bolt_small,28,0.0862258181713304,0.136030939259389,9.197624700564663,0.0746941660122222
Peacock_education_Robbie,chronos_bolt_small,28,0.1357532064876793,0.1839433816631909,14.189565537085596,0.1112509407705169
Peacock_education_Shelly,chronos_bolt_small,28,0.0251911437401658,0.0331556239039158,2.516897996081481,0.0197533669063302
Peacock_education_Weldon,chronos_bolt_small,28,0.0830558261685132,0.117137407257159,9.225716317794513,0.0653231890674496
Peacock_education_Yolanda,chronos_bolt_small,28,0.0421110428483573,0.0576868312643205,4.272781487305567,0.0338611871996162
Peacock_lodging_Chloe,chronos_bolt_small,28,0.1200462580423012,0.1828798068892718,11.101884264636755,0.0907491636392917
Peacock_lodging_Francesca,chronos_bolt_small,28,0.097096260615307,0.1483060687871449,8.969964230831593,0.0720714960563009
Peacock_lodging_Jamaal,chronos_bolt_small,28,0.0854442484599095,0.1223660859812127,8.945245529493352,0.0713979498990695
Peacock_lodging_James,chronos_bolt_small,28,0.0572421138110621,0.0912260320537025,5.42124423704289,0.0441525181513967
Peacock_lodging_Lou,chronos_bolt_small,28,0.0495012839300456,0.0702271084994684,4.995828527486739,0.0395806622917943
Peacock_lodging_Mathew,chronos_bolt_small,28,0.0583959982523919,0.0984116263343128,5.2506572199446575,0.0432942709329498
Peacock_lodging_Matthew,chronos_bolt_small,28,0.0452235062326904,0.0606213177210222,4.458367894388741,0.0350566213267635
Peacock_lodging_Nova,chronos_bolt_small,28,0.1384017500786592,0.219930772976648,12.433164998194387,0.1032492737949813
Peacock_lodging_Sergio,chronos_bolt_small,28,0.0914345918439868,0.1409137633306951,9.232240223154935,0.0758305853693437
Peacock_lodging_Terrie,chronos_bolt_small,28,0.114284583772849,0.1532342229296344,10.88628682699018,0.0851844044793624
Peacock_lodging_Wes,chronos_bolt_small,28,0.0569276817240464,0.082924239665612,5.80356872705821,0.0463185875792681
Peacock_office_Annie,chronos_bolt_small,28,0.1255944946229857,0.1940408086674694,12.620154269642269,0.1062723480927735
